"geogid","geog","lat","lon"
"71120013","Swiss Cheese",NULL,NULL
"71120014","West Bank",NULL,NULL
"71120015","L'Abym Wall (Soufriere)","15 14.21","-61 22.206"
"71120016","Galette",NULL,NULL
"71120017","Anchorage Hotel",NULL,NULL
"71120018","Rodney's Rock","15 22.837","-61 27.692"
"71120019","Nose Reef",NULL,NULL
"71120020","Rina's Hole",NULL,NULL
"71120021","Salisbury Falls (Lauro Reef)","15 26.16","-61 26.42"
"71120022","Whale Shark Reef","15 26.45","-61 27.16"
"71120023","Toucarie Bay","15 36.88","-61 28.14"
"71120024","Douglas Bay",NULL,NULL
"71120025","Mero's Reef","15 24.90","-61 26.40"
"71120026","Fresh Spring (E of Scottshead)",NULL,NULL
"71120027","Mountain Top",NULL,NULL
"71120028","Suburbs","15 12.41","-61 21.16"
"71120029","The Ridge",NULL,NULL
"71120030","Trunk Reef",NULL,NULL
"71120031","Brain/Nose Drift",NULL,NULL
"71120032","Brain Coral Reef",NULL,NULL
"71120033","Reef Balls (off Castaways)","15 24.91","-61 25.74"
"71120034","East Caribbean Dive",NULL,NULL
"71120035","Harald's Beach / DouDou Reef (Salisbury Beach)","15 25.54","-61 26.07"
"71120036","Dolphin Resort",NULL,NULL
"71120037","Five Fingers Rock",NULL,NULL
"71120038","Maggie's Point","15 24.52","-61 25.47"
"71120039","Barry's Dream","15 25.01","-61 25.57"
"71120040","Douglas Point","15 36.00","-61 27.00"
"71120041","Shore Dive at Castaways",NULL,NULL
"71120042","Castaways Reef","15 25.12","-61 26.02"
"73","WINDWARD ISLANDS",NULL,NULL
"7301","Martinique",NULL,NULL
"7302","St. Lucia",NULL,NULL
"73020001","Anse Chastanet Reef","13 51.841","-61 04.801"
"73020002","Grand Caille","13 51.71","-61 04.45"
"73020003","Coral Gardens","13 48.98","-61 04.32"
"73020004","Pinnacles","13 51.05","-61 04.06"
"73020005","Malgre Toute / In Spite Of It All","13 50.39","-61 03.87"
"73020006","Trou Diable / Devil's Hole","13 51.05","-61 04.06"
"73020007","Turtle Reef","13 51.74","-61 04.83"
"73020008","Fairyland","13 51.74","-61 04.83"
"73020009","Piton Wall","13 49.73","-61 04.03"
"73020010","Wreck of the Lesleen M","13 55.66","-61 03.53"
"73020011","Anse la Raye Reef","13 56.09","-61 03.17"
"73020012","Fairyland (NO NOT USE, use 73020008 instead)","13 51.84","-61 04.84"
"73020013","Superman's Flight","13 50.19","-61 04.09"
"73020014","Jalousie Reef","13 49.10","-61 04.07"
"73020015","Anse Cochon Reef","13 55.02","-61 04.00"
"7303","St. Vincent",NULL,NULL
"73030001","Bottle Reef",NULL,NULL
"73030002","Turtle Bay","13 09.48","-61 14.81"
"73030003","The Wall","13 11.76","-61 16.40"
"73030004","New Guinea Reef","13 10.30","-61 15.31"
"73030005","The Wrecks",NULL,NULL
"73030006","The Gardens",NULL,NULL
"73030007","Pinnacle","13 10.72","-61 15.86"
"73030008","The Steps","13 09.284","-61 14.583"
"73030009","Orca Point / Petit Byahut","13 11.03","-61 16.17"
"73030010","Han's Place/Reef","13 10.39","-61 15.46"
"73030011","Emery's Point",NULL,NULL
"73030012","Back Door","13 10.23","-61 15.21"
"73030014","South South",NULL,NULL
"73030015","Anchor Reef","13 12.72","-61 16.72"
"73030016","South Side of Young Island",NULL,NULL
"73030017","Tarpon Run",NULL,NULL
"73030018","Villa Beach",NULL,NULL
"85010030","Star Gerren",NULL,NULL
"73030020","Young Island Point",NULL,NULL
"7304","Barbados",NULL,NULL
"73040001","Caribee Reef","13 04.32","-59 36.13"
"73040002","Carlisle Bay (overall area)","13 05.15","-59 36.73"
"73040005","Dottins Reef",NULL,NULL
"73040006","Bright Ledge Reef","13 15.91","-59 39.18"
"73040007","Sandy Lane",NULL,NULL
"73040008","The Pamir Wreck and Reef","13 15.46","-59 38.82"
"73040009","The Stavronikita Wreck",NULL,NULL
"73040010","Friars Craig Wreck","13 04.34","-59 36.35"
"73040011","Bell Buoy","13 07.23","-59 38.68"
"73040012","Folkestone Park","13 11.472","-59 38.422"
"73040014","Ernie's Bar",NULL,NULL
"73040015","Spawnee Reef","13 13.65","-59 39.14"
"73040016","Balboa Flats",NULL,NULL
"73040017","Clark's Reef",NULL,NULL
"73040018","Victor's Reef",NULL,NULL
"73040019","Tropicana Reef","13 12.89","-59 38.90"
"7305","Bequia",NULL,NULL
"73050007","L'Anse Chemin","13 02.555","-61 12.657"
"73050008","Ships Stern/Bell's Point","12 59.790","-61 15.731"
"73050009","Northwest Point","13 01.019","-61 14.960"
"73050010","West Cay - back/south side","12 59.406","-61 17.394"
"73050012","Swimming Hole/The Pool, Pigeon Island","12 56.817","-61 16.509"
"7306","The Grenadines",NULL,NULL
"73060012","Mayreau Gardens",NULL,NULL
"73060013","Wreck of the Puruni (Mayreau)","12 38.355","-61 24.027"
"73060014","Horseshoe Reef","12 38.01","-61 20.95"
"73060015","Roundabout Reef",NULL,NULL
"73060016","The Valley (Mayreau)",NULL,NULL
"73060017","Grand De Cay",NULL,NULL
"73060018","Saline Bay (Mayreau)","12 38.02","-61 23.89"
"73060019","Jamesby Island (Tobago Cays)","12 37.65","-61 21.50"
"73060020","Petit St. Vincent","12 32.01","-61 23.05"
"73060021","Petit Nevis (South of Bequia)","12 58.37","-61 14.87"
"57020181","Paradise Wall","16 24.44","-86 17.31"
"7307","Grenada",NULL,NULL
"73070001","Molinere Reef / Sculpture Garden","12 05.000","-61 45.800"
"73070002","Boss Reef","12 02.45","-61 46.27"
"73070003","Boss Reef South",NULL,NULL
"73070004","Wibble Reef",NULL,NULL
"73070005","Spice Reef",NULL,NULL
"73070006","Wreck of the Bianca C","12 01.36","-61 48.06"
"73070007","Isle de Ronde","12 18.55","-61 35.32"
"73070008","Petit Calivigny, Clark's Court Bay","12 00.00","-61 43.60"
"7308","Mustique",NULL,NULL
"73080001","Outer Endeavour Reef - North West",NULL,NULL
"73080002","Deep Bay - South side","12 51.656","-61 11.321"
"73080003","Obsidian Bay - South side","12 51.559","-61 11.129"
"73080004","L'Ansecoy Bay - North side",NULL,NULL
"73080005","The 3 Pillars, South Pillorie",NULL,NULL
"73080006","Endeavour Bay - North shore",NULL,NULL
"73080007","Lagoon Bay","12 51.944","-61 11.488"
"73080008","Old Plantation - North",NULL,NULL
"73080009","Old Plantation - South",NULL,NULL
"73080010","Brittania Bay - South",NULL,NULL
"73080011","Britania Bay - North",NULL,NULL
"73080012","Plantain Bay, in front of Great House","12 53.288","-61 11.345"
"73080013","Montezuma Shoal, 1 mile off west coast",NULL,NULL
"73080014","L'Ansecoy Bay - West side",NULL,NULL
"8","Continental Caribbean and Brazil",NULL,NULL
"81","Costa Rica - Caribbean Coast and Islands",NULL,NULL
"82","Panama - Caribbean Coast and Islands",NULL,NULL
"8201","Bocas del Drago",NULL,NULL
"82010001","Three Sisters",NULL,NULL
"82010002","Second Reef",NULL,NULL
"83","Colombia - Caribbean Coast and Islands",NULL,NULL
"84","Venezuela",NULL,NULL
"8401","Margarita Island",NULL,NULL
"84010001","Farrallone Rock",NULL,NULL
"8402","Los Roques",NULL,NULL
"84020001","Boca de Cote","11 46.22","-66 42.00"
"84020002","Punta Salina, Cayo Sal","11 45.00","-66 50.13"
"84020003","Salina Channel (Eagle Ray Site)(Los Chuchos), Cayo","11 45.00","-66 51.55"
"84020004","Vespen de la Salina","11 45.70","-66 51.20"
"84020005","La Guasa (Pinnacles) - Grand Roques","11 57.62","-66 41.97"
"84020006","La Ahogada, Gran Roque","11 57.75","-66 38.10"
"84020008","Maceta de Cote","11 46.50","-66 43.00"
"84020009","Las Piedras (The Rocks), Cayo Sal","11 45.00","-66 49.50"
"84020010","New Wall, Cayo Sal","11 44.50","-66 51.40"
"84020011","La Buceadora (Lady Diver), Gran Roque",NULL,NULL
"84020012","La Cueva  (Ledges/Caverns), Cayo Sal","11 45.00","-66 51.50"
"84020013","Las Gatas (Nurse Shark Site)/ Boca de Cote","11 45.8","-66 41.9"
"84020014","Slope of Dos Mosquises",NULL,NULL
"84020015","Punta de La Maceta, Boca de Cote",NULL,NULL
"84020016","Heirba de Boca de Cota",NULL,NULL
"84020017","Punta Cayo Sal","11 46.71","-66 43.28"
"84020018","Punta Los Gatas",NULL,NULL
"84020019","La Pelona (The Bald One), Dos Mosquises",NULL,NULL
"84020020","Paradiso Verde (Green Paradise), Cayo Sal","11 46.33","-66 42.20"
"84020021","Mini Wall, Cayo Sal","11 44.52","-66 51.14"
"84020022","El Canal, Boca de Cote",NULL,NULL
"84020023","Madrisqui, Gran Roque",NULL,NULL
"8403","Los Testigos",NULL,NULL
"84030003","Biragua","11 23.45","-63 05.65"
"84030004","The Bowl","11 23.00","-63 06.00"
"84030005","Laja del Sur","11 22.20","-63 04.77"
"84030006","Morro de Barco","11 23.63","-63 06.80"
"84030007","Banchona","11 21.48","-63 06.58"
"84030008","Isla Iguana","11 21.25","-63 08.27"
"84030009","Morro de Afuera","11 23.62","-63 08.27"
"84030010","Chachipo","11 22.42","-63 07.75"
"84030011","Discovery Cove","11 22.75","-63 07.83"
"84030012","Morro Blanco",NULL,NULL
"8404","Los Frailes",NULL,NULL
"84040001","Cominoto",NULL,NULL
"8405","Cubagua and Coche Islands",NULL,NULL
"8406","El Parque National Mochima (Mochima National Park)",NULL,NULL
"84060001","Cola de Pato","10 17.60","-64 36.78"
"85","Aruba, Bonaire, and Curacao",NULL,NULL
"8501","Aruba",NULL,NULL
"85010001","Jane Sea","12 28.27","-69 59.45"
"85010002","Sonesta Airplanes","12 30.178","-70 01.886"
"85010003","Pilot Boat",NULL,NULL
"85010004","Pedernales (Wreck)",NULL,NULL
"85010005","Antilla (Wreck)","12 36.129","-70 03.472"
"85010006","Arashi Bay",NULL,NULL
"85010007","Airplane Wrecks ",,
"85010008","Boca Catalina Beach / Arashi Marine Park","12 36.366","-70 03.140"
"85010009","Malmok",NULL,NULL
"85010010","South Airplanes",NULL,NULL
"85010011","Harbour Reef","12 30.58","-70 02.49"
"85010012","Tugboat Wreck","12 30.881","-70 02.846"
"85010013","Barcadera Reef","12 28.39","-70 00.07"
"85010014","Mike Reef",NULL,NULL
"85010015","Mangel Halto Reef",NULL,NULL
"85010016","Isla de Oro Reef",NULL,NULL
"85010017","Natural Bridge",NULL,NULL
"85010018","California Wreck",NULL,NULL
"85010019","Blue Reef",NULL,NULL
"85010020","Depalm Slope",NULL,NULL
"8502","Curacao",NULL,NULL
"85020001","East Point",NULL,NULL
"85020002","Tugboat","12 04.06","-68 51.73"
"85020003","Saba Wreck and Reef","12 04.82","-68 53.38"
"85020004","Mike's Place (Giant Sponge)",NULL,NULL
"85020005","Mushroom Forest","12 18.128","-69 09.160"
"85020006","Playa Kalki, Westpoint","12 22.503","-69 09.479"
"85020007","Watamula","12 23.133","-69 09.751"
"85020008","Playa Lagun / Lagun Blou Resort","12.19.085","-69 09.084"
"85020009","Black Coral Gardens","12 16.596","-69 08.633"
"85020010","Bullen Bay",NULL,NULL
"85020011","Superior Producer Wreck",NULL,NULL
"85020012","Car Pile","12 05.301","-68 54.183"
"85020013","Sandy's Plateau","12 04.75","-68 53.27"
"85020014","Sea Aquarium / S.S. Orange Nassau","12 05.059","-68 53.819"
"85020015","Jan Theil Reef","12 04.56","-68 52.96"
"85020016","Piedra Di Sombre",NULL,NULL
"85020017","Basora",NULL,NULL
"85020018","Beacon Point Corner","12 04.24","-68 52.48"
"85020019","Director's Bay Reef","12 03.95","-68 51.61"
"85020020","Small Wall","12 03.81","-68 51.60"
"85020021","Smokey","12 02.58","-68 49.08"
"85020022","Lost Anchor","12 04.49","-68 52.14"
"85020023","Black Forest",NULL,NULL
"85020024","Habitat Curacao Reef / Oasis Coral Estate / Karakter Beach","12 11.897","-69 04.752"
"85020025","Riff St. Marie","12 11.91","-64 04.72"
"8503","Bonaire",NULL,NULL
"85030001","Cliff","12 10.393","-68 17.396"
"85030002","Calabas Reef (Divi Flamingo Resort)","12 08.608","-68 16.625"
"85030003","Sampler (Klein)","12 10.20","-68 18.50"
"85030004","Margate Bay","12 02.85","-68 16.20"
"85030005","Alice In Wonderland (Bonaire)","12 05.74","-68 17.14"
"85030006","Knife (Klein)","12 10.15","-68 18.70"
"85030007","Karpata Reserve Site 1","12 13.20","-68 22.15"
"85030008","Twin Rocks Reserve (North Reserve)","12 15.50","-68 25.65"
"85030009","Jerry's Jam / Ebo's Special (Klein)","12 09.90","-68 19.21"
"85030010","Forest (Klein)","12 08.75","-68 19.90"
"85030011","The Invisibles","12 04.65","-68 16.95"
"85030012","Calabas II (Carib)","12 08.54","-68 15.56"
"85030013","Klein",NULL,NULL
"85030014","Bari Reef","12 10.041","-68 17.241"
"85030015","Hilma Hooker (Wreck)","12 06.29","-68 17.29"
"85030016","Front Porch Bonaire (Sunset Beach)","12 09.936","-68 17.240"
"85030017","Red Slave","12 01.571","-68 15.102"
"85030018","Town Pier","12 08.979","-68 16.636"
"85030019","Sharon's Serenity (Klein)","12 09.30","-68 19.75"
"85030020","Carl's Hill / Punta P'abou (Klein)","12 09.95","-68 19.60"
"85030021","Boca Slagbaai","12 15.47","-68 24.51"
"85030022","Boca Bartol / Boka Bartol","12 18.189","-68 24.055"
"85030023","Lighthouse Point / Delfin's Beach Resort","12 06.86","-68 17.68"
"85030024","Pink Beach","12 03.87","-68 16.90"
"85030025","Salt City","12 04.79","-68 16.83"
"85030026","Angel City","12 05.95","-68 17.13"
"85030027","The Lake","12 06.44","-68 17.40"
"85030028","Punt Vierkant","12 06.55","-68 17.50"
"85030029","Windsock (Donkey Beach)","12 08.00","-68 16.90"
"85030030","Hands Off (Klein)","12 09.00","-68 19.24"
"85030031","Twixt (Klein)","12 09.17","-68 19.79"
"85030032","Leonora's Reef (Klein)","11 59.08","-68 38.70"
"85030033","Ebo's Reef (Klein)","12 09.915","-68 17.766"
"85030034","La Machaca / Reef Scientifico (Captain Don's Habitat)","12 10.309","-68 17.362"
"85030035","Petries Pillar","12 11.23","-68 17.78"
"85030036","1000 Steps / Thousand Steps","12 12.633","-68 19.302"
"85030037","Ol' Blue / Tolo","12 12.87","-68 20.27"
"85030038","Rappel","12 13.05","-68 20.68"
"85030039","La Dania's","12 13.09","-68 20.89"
"85030040","Nukove","12 14.44","-68 24.74"
"85030042","Playa Funchi","12 17.01","-68 24.93"
"85030043","Karpata Shore Dive (outside of no-dive zone)","12 13.10","-68 21.17"
"85030044","Bachelor's Beach","12 07.533","-68 17.239"
"85030045","Tori's Reef","12 04.229","-68 16.846"
"85030046","Eighteenth Palm","12 08.328","-68 16.617"
"85030047","Rock Pile (Klein)","12 08.50","-68 18.44"
"85030048","No Name Klein)","12 10.05","-68 18.42"
"85030049","Salt Pier","12 04.97","-68 16.91"
"85030051","Lac Bay 'Missing Pieces'","12 05.31","-68 14.04"
"85030052","Munks Haven (Klein)","12 09.04","-68 19.77"
"85030053","Atlantis","12 02.15","-68 15.72"
"85030054","Willem Storen Lighthouse","12 01.76","-68 14.21"
"85030055","Something Special","12 09.75","-68 17.11"
"85030056","Oil Slick Leap","12 12.006","-68 18.516"
"85030057","Weber's Joy/Witches Hut","12 12.41","-68 19.00"
"85030058","Divi Tree / Monte's Divi (Klein)","12 08.44","-68 18.31"
"85030059","Mi Dushi (Klein)","12 09.497","-68 19.604"
"85030060","Southwest Corner (Klein)","12 08.91","-68 19.76"
"85030061","Andrea II","12 11.479","-68 17.880"
"85030062","Andrea I","12 11.290","-68 17.815"
"85030063","Nearest Point (Klein)","12 09.50","-68 17.20"
"85030064","Bloodlet","12 12.54","-68 20.30"
"85030065","South Bay (Klein)","12 08.58","-68 19.12"
"85030066","Small Wall","12 10.448","-68 17.431"
"85030067","Playa Benge","12 17.44","-68 24.79"
"85030068","White Slave","12 03.46","-68 16.84"
"85030069","Buddy's Reef","12 10.25","-68 17.31"
"85030070","Bon Bini Na Kas","12 12.44","-68 19.46"
"85030071","Just a Nice Dive (Klein)","12 09.17","-68 17.57"
"85030073","Carl's Hill Annex/Yellow Man (Klein)","12 09.95","-68 19.60"
"85030074","Jeff Davis Memorial","12 12.31","-68 18.84"
"85030075","Bonaventure (Klein)","12 08.72","-68 18.27"
"85030076","Red Beryl","12 02.84","-68 16.09"
"85030077","The Windjammer Wreck",NULL,NULL
"85030078","Vista Blue","12 02.35","-68 15.87"
"85030079","Joanne's Sunchi (Klein)",NULL,NULL
"85030105","Taylor Maid","12 13.39","-68 24.17"
"85030081","Barcadera","12 11.51","-68 17.37"
"85030082","Sorobon/Blue Hole (East Coast)","12 05.38","-68 14.04"
"85030083","Country Gardens","12 12.48","-68 20.02"
"85030084","Baby Beach (East Coast)","12 04.68","-68 13.91"
"85030085","Sweet Dreams","12 01.77","-68 15.28"
"85030086","Sabadeco Dock","12 11.71","-68 18.04"
"85030087","200m south of Small Wall/ReefNet","12 10.71","-68 17.55"
"85030088","Yellow / Green Submarine","12 09.60","-68 16.91"
"85030089","Club Nautico Pier","12 09.22","-68 16.70"
"85030091","Boca Spelunk (East Coast)","12 13.56","-68 12.57"
"85030092","BOPEC","12 13.26","-68 22.51"
"85030093","Lac Bay Mangroves","12 05.628","-68 14.299"
"85030094","Bise Morto","12 16.63","-68 24.89"
"85030095","Jerry's Reef (Klein)","12 09.76","-68 17.61"
"85030096","Jeanne's Glory","12 05.19","-68 16.95"
"85030097","Yellow Hut","12 01.89","-68 15.37"
"85030098","Fish Hut","12 02.31","-68 15.56"
"85030099","Jesse's Place","12 04.44","-68 16.79"
"85030100","Te Amo Beach/South of Plaza Marina Entrance/Bloody Knees","12 08.098","-68 16.771"
"85030101","Harbor Village","12 09.82","-68 17.21"
"85030102","Hato Beach","12 10.86","-68 17.63"
"85030103","Power Generation Station Pilings / Desal Puth",NULL,NULL
"85030104","Lac Cai  (East Coast, Lac Bay)","12 06.229","-68 13.465"
"86","Trinidad and Tobago",NULL,NULL
"8601","Trinidad",NULL,NULL
"86010001","Maqueripe Bay","10 44.32","-61 37.12"
"86010002","Gaspar Grande/Fantasy Island Resort","10 39.85","-61 38.92"
"86010003","Cove Beach Chaguaramas","10 40.79","-61 39.10"
"8602","Tobago",NULL,NULL
"86020001","Manta City",NULL,NULL
"86020002","Blackjack Hole","11 17.60","-60 30.10"
"86020003","Japanese Gardens","11 17.65","-60 31.25"
"86020004","Kelliston Deep (Kelliston Drain)","11 17.55","-60 30.40"
"86020006","All the Way",NULL,NULL
"86020007","Glenmorgan",NULL,NULL
"86020008","London Bridge","11 21.24","-60 32.25"
"86020009","The Sisters","11 19.75","-60 38.65"
"86020010","Divers' Dream","11 06.57","-60 50.51"
"86020011","Divers' Thirst","11 07.20","-60 50.51"
"86020012","Landslide (Man O' War Bay)","11 20.24","-60 33.48"
"86020013","Long Rock (Man O' War Bay)","11 20.35","-60 33.40"
"86020014","St. Giles Island","11 21.10","-60 31.70"
"86020015","Pirate's Bay (Man O' Way Bay)","11 20.13","-60 33.56"
"86020016","Cardinal Sump","11 19.65","-60 34.20"
"86020017","Marble Island","11 21.60","-60 31.60"
"86020019","Cardinal Rock, Man 'O War Bay","11 19.20","-60 34.30"
"86020022","End's Reef",NULL,NULL
"86020023","Bookends (Paradise)","11 17.20","-60 30.62"
"86020024","Castara","11 16.75","-60 41.89"
"86020025","Runway (Flying Reef)","11 07.78","-60 50.35"
"86020026","New Site/Boulder Valley","11 20.32","-60 33.43"
"86020027","Cathedral","11 17.70","-60 30.30"
"86020028","Speyside","11 18.22","-60 31.91"
"86020029","Rocky Mountains (St Giles)","11 21.20","-60 31.60"
"86020030","Horseshoe Reef",NULL,NULL
"86020031","Angel Reef (Goat Island) (Speyside)",NULL,NULL
"86020032","Coral Gardens (Speyside)",NULL,NULL
"86020033","Spiny Colony (Speyside)","11 17.05","-60 31.40"
"86020034","Rest House Reef/Turpin Reef (Charlotteville)","11 19.27","-60 33.04"
"86020035","Do It Till You're Satisfied (Special)","11 17.11","-60 30.10"
"86020036","Washaroo","11 21.30","-60 31.08"
"86020037","Nursery Reef (Man O' War Bay)","11 18.52","-60 33.15"
"86020041","Sleeper","11 18.55","-60 30.13"
"86020042","Blue Water Inn Shore Dive","11 18.30","-60 31.75"
"86020043","Bateaux Bay SW","11 18.20","-60 31.75"
"86020045","Picker","11 17.50","-60 29.70"
"86020046","Flying Manta","11 17.90","-60 30.45"
"73070050","Anse la Roche, Carriacou","12 31.124","-61 26.613"
"41070041","Cay Sal Banks NW, Site 29","23 51.488","-80 29.558"
"41070040","Cay Sal Banks NW, Elbow Cays 6","23 55.798","-80 28.575"
"41070039","Cay Sal Banks NW, Elbow Cays 4","23 55.946","-80 28.388"
"41070038","Cay Sal Banks NW, Elbow Cays 3","23 54.651","-80 29.208"
"73070049","Whirlpool, Mabouya Island (Carriacou)","12 29.084","-61 29.731"
"41020102","Outside Deadman's Reef","26 34.703","-78 52.040"
"41070037","Cay Sal Banks NW, Elbow Cays 2","24 00.472","-80 18.076"
"54060042","Costa Maya Cruise Ship Dock beach","18 43.977","-87 41.520"
"53040043","Falmouth School Waterfront Area","18 29.682","-77 39.104"
"61010008","Nellie's Beach, Labadee","19 47.097","-72 14.639"
"61010007","Beach under Zip Line Area, Labadee","19 47.204","-72 14.557"
"42010102","Two Tires",NULL,NULL
