"","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","SUBREGION_NR","SPECIES_NR","SPECIES_CD","LEN","NUM","TIME_SEEN","MPA_NR","PROT","STRAT","REGION","ZONE_NR","DEPTH_CLASS","RUGOSITY_CLASS","NUM2"
"238584","2013077U",2013,6,19,2,26.8251833,-80.0065,27,13,531679,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"239557","2013079U",2013,6,19,1,26.8139167,-80.0033,29.3,16.8,548086,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"239874","2013079U",2013,6,19,2,26.8139167,-80.0033,28.2,16.8,548086,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"240647","2013080U",2013,9,5,2,26.8121333,-80.0062,27.7,15.2,550704,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"240732","2013080U",2013,9,5,1,26.8121333,-80.0062,28.8,18.3,550704,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"241416","2013081U",2013,9,5,1,26.8047333,-80.0077833,28.2,13.7,561853,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"241444","2013081U",2013,9,5,2,26.8047333,-80.0077833,29.5,13.7,561853,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"241956","2013082U",2013,9,5,1,26.7994167,-80.0141833,20.6,12.2,569712,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"242388","2013082U",2013,9,5,2,26.79975,-80.0142333,21,12.2,569056,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"243118","2013083U",2013,6,19,2,26.7962333,-80.01645,22.1,9.1,574300,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"243156","2013083U",2013,6,19,1,26.7962333,-80.01645,22.7,9.9,574300,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"243902","2013084U",2013,6,19,2,26.7937833,-80.0119333,23.3,13,577589,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"243991","2013084U",2013,6,19,1,26.79375,-80.0118833,22.6,13.7,577589,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"244646","2013085U",2013,9,5,2,26.7818167,-80.0139,20.7,9.1,595297,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"244834","2013085U",2013,9,5,1,26.78185,-80.0138833,21.8,9.9,594641,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"245484","2013086U",2013,9,5,2,26.7730167,-80.00295,29.1,15.2,607783,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"245576","2013086U",2013,9,5,1,26.7730167,-80.00295,29.1,15.2,607783,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"246203","2013087U",2013,9,5,2,26.7705167,-80.0139833,26.4,15.2,611697,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"246245","2013087U",2013,9,5,1,26.76985,-80.0137,26.2,15.2,612354,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"247167","2013088U",2013,9,5,2,26.7686167,-80.0112333,24.7,12.2,614327,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"247189","2013088U",2013,9,5,1,26.7684667,-80.0112,26.5,13.7,614327,"DPRC",16,123,"LAC MAXI",22,0.5,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,1
"247194","2013088U",2013,9,5,1,26.7684667,-80.0112,26.5,13.7,614327,"DPRC",16,123,"LAC MAXI",25,0.5,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,1
"247323","2013088U",2013,9,5,1,26.7684667,-80.0112,26.5,13.7,614327,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"247357","2013088U",2013,9,5,1,26.7684667,-80.0112,26.5,13.7,614327,"DPRC",16,123,"LAC MAXI",23,0.5,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,1
"248056","2013090U",2013,9,6,2,26.7388333,-80.0077667,29.1,11.4,657630,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"248226","2013090U",2013,9,6,1,26.7455,-80.0077667,29.7,11.4,647790,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"248882","2013092H",2013,9,6,2,26.7408167,-80.0136833,26.7,13,654338,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"249316","2013092U",2013,9,6,1,26.7412667,-80.01365,25.6,13,653682,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"249789","2013093U",2013,9,6,1,26.7390833,-80.0077333,26.7,9.9,656974,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"250020","2013093U",2013,9,6,2,26.7397167,-80.00775,28.4,9.9,656318,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"250762","2013094U",2013,6,20,2,26.73735,-80.0178833,21.2,15.2,659578,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"250914","2013094U",2013,6,20,1,26.73735,-80.0178833,21.6,15.2,659578,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"251630","2013095U",2013,6,20,2,26.7382833,-80.0108333,28.7,15.2,658280,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"251885","2013095U",2013,6,20,1,26.7382833,-80.0108333,28.3,16,658280,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"252486","2013096U",2013,6,20,2,26.7368,-80.0089,29,15.2,660252,"DPRC",16,123,"LAC MAXI",31,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252675","2013096U",2013,6,20,1,26.7364167,-80.0088667,27.1,18.3,660908,"DPRC",16,123,"LAC MAXI",30,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252723","2013096U",2013,6,20,2,26.7368,-80.0089,29,15.2,660252,"DPRC",16,123,"LAC MAXI",30,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252734","2013096U",2013,6,20,2,26.7368,-80.0089,29,15.2,660252,"DPRC",16,123,"LAC MAXI",28,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252759","2013096U",2013,6,20,2,26.7368,-80.0089,29,15.2,660252,"DPRC",16,123,"LAC MAXI",26,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252792","2013096U",2013,6,20,1,26.7364167,-80.0088667,27.1,18.3,660908,"DPRC",16,123,"LAC MAXI",31,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252821","2013096U",2013,6,20,1,26.7364167,-80.0088667,27.1,18.3,660908,"DPRC",16,123,"LAC MAXI",29,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252845","2013096U",2013,6,20,1,26.7364167,-80.0088667,27.1,18.3,660908,"DPRC",16,123,"LAC MAXI",39,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252852","2013096U",2013,6,20,2,26.7368,-80.0089,29,15.2,660252,"DPRC",16,123,"LAC MAXI",25,1.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,2
"252898","2013096U",2013,6,20,1,26.7364167,-80.0088667,27.1,18.3,660908,"DPRC",16,123,"LAC MAXI",34,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252913","2013096U",2013,6,20,1,26.7364167,-80.0088667,27.1,18.3,660908,"DPRC",16,123,"LAC MAXI",32,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252923","2013096U",2013,6,20,1,26.7364167,-80.0088667,27.1,18.3,660908,"DPRC",16,123,"LAC MAXI",43,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252934","2013096U",2013,6,20,1,26.7364167,-80.0088667,27.1,18.3,660908,"DPRC",16,123,"LAC MAXI",46,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"252960","2013096U",2013,6,20,2,26.7368,-80.0089,29,15.2,660252,"DPRC",16,123,"LAC MAXI",23,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"253242","2013097U",2013,9,6,2,26.7323,-80.0155333,22.1,12.2,666799,"CPDP",16,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"253462","2013097U",2013,9,6,1,26.7318,-80.0156667,23.2,10.7,667454,"CPDP",16,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"254093","2013098U",2013,6,20,2,26.7285,-80.0160333,21.6,16,672702,"APRD",16,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"254134","2013098U",2013,6,20,1,26.7285,-80.0160333,22.3,16.8,672702,"APRD",16,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"255035","2013099U",2013,8,30,1,26.7270833,-80.0313667,6.3,10.7,674639,"CPSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"255225","2013099U",2013,8,30,2,26.7261833,-80.0309833,6.3,9.1,675952,"CPSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"255963","2013100U",2013,8,30,2,26.7243833,-80.0322333,2.7,9.1,678574,"RGSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"255998","2013100U",2013,8,30,1,26.7248167,-80.0323667,2.9,9.1,677917,"RGSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"256815","2013101U",2013,8,29,1,26.7231333,-80.0184,18.3,24.4,680569,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"257182","2013101U",2013,8,29,2,26.7231333,-80.0184,18.9,12.2,680569,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"258064","2013102U",2013,8,30,1,26.7235333,-80.0171667,20.4,13.7,679916,"APRD",16,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"258118","2013102U",2013,8,30,2,26.7239833,-80.0171167,21.3,12.2,679260,"APRD",16,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"258983","2013103U",2013,8,29,2,26.72185,-80.0296167,7.9,9.1,682515,"CPSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"259092","2013103U",2013,8,29,1,26.72185,-80.0296167,8.4,11.4,682515,"CPSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"260184","2013104U",2013,8,30,2,26.72025,-80.0121167,26.5,16.8,684518,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"260306","2013104U",2013,8,30,1,26.72,-80.0124333,25,13.7,684517,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"261198","2013105U",2013,8,29,2,26.7179,-80.0298667,5.8,7.6,687762,"RGSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"261295","2013105U",2013,8,29,1,26.7179,-80.0298667,6.7,10.7,687762,"RGSH",16,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"261997","2013106U",2013,8,29,2,26.7167,-80.0308167,2.7,9.1,689729,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"262052","2013106U",2013,8,29,1,26.7167,-80.0308167,3.5,10.7,689729,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"262420","2013107U",2013,8,28,1,26.7156833,-80.0188667,18.3,15.2,691064,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"262859","2013107U",2013,8,28,2,26.71655,-80.0191333,16.6,16,689752,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"263596","2013108U",2013,8,28,2,26.71495,-80.0161833,18.1,12.2,692382,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"263719","2013108U",2013,8,28,1,26.7155,-80.01655,21.6,15.2,691069,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"264896","2013109U",2013,8,30,1,26.7148333,-80.0142,24.7,6.9,692386,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"264926","2013109U",2013,8,30,2,26.7153,-80.01415,25.1,6.9,691730,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"265562","2013110H",2013,8,30,2,26.7096167,-80.0146667,19.5,15.2,699601,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"265992","2013110U",2013,8,30,1,26.7096167,-80.0146667,18,16,699601,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"266374","2013111U",2013,8,29,1,26.7055,-80.0302667,2.4,9.1,706130,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"266544","2013111U",2013,8,29,2,26.7055,-80.0302667,3.1,10.7,706130,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"267371","2013112U",2013,8,30,2,26.7036167,-80.0302167,2.7,8.4,708754,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"267574","2013112U",2013,8,30,1,26.70405,-80.03025,2.9,10.7,708098,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"268158","2013113U",2013,8,29,1,26.7003833,-80.0155333,21.5,22.9,713375,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"268257","2013113U",2013,8,29,2,26.7003833,-80.0155333,22.9,21.3,713375,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"269121","2013114H",2013,8,24,2,26.6963333,-80.0169333,16.5,27.4,719276,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"269661","2013114U",2013,8,24,1,26.697,-80.0169167,18.9,12.7,717964,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"269664","2013114U",2013,8,24,1,26.697,-80.0169167,18.9,12.7,717964,"SPGR",15,123,"LAC MAXI",30,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"270419","2013115U",2013,9,6,2,26.6849333,-80.031,3.5,6.9,735649,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"270420","2013115U",2013,9,6,1,26.68435,-80.0314,3.1,6.9,736960,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"271351","2013116U",2013,9,6,1,26.6994667,-80.0301333,2.3,6.9,714658,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"271392","2013116U",2013,9,6,2,26.6994667,-80.0301333,2.4,6.9,714658,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"272122","2013117U",2013,8,29,2,26.6726667,-80.0161,27.4,19.8,753391,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"272242","2013117U",2013,8,29,1,26.6726667,-80.0161,27.3,22.9,753391,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"272786","2013118U",2013,8,24,2,26.6609167,-80.0177667,24.5,27.4,770443,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"272977","2013118U",2013,8,24,1,26.6613333,-80.0177833,25.1,12.7,769787,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"273865","2013121U",2013,8,27,1,26.6192333,-80.0204333,23.6,18.3,831447,"APRD",15,123,"LAC MAXI",38,0,3,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"273879","2013121U",2013,8,27,1,26.6192333,-80.0204333,23.6,18.3,831447,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"273948","2013121U",2013,8,27,2,26.6187333,-80.0206833,24.1,19.8,832102,"APRD",15,123,"LAC MAXI",24,0.5,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,1
"273960","2013121U",2013,8,27,2,26.6187333,-80.0206833,24.1,19.8,832102,"APRD",15,123,"LAC MAXI",27,1,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,1
"275162","2013122U",2013,8,27,1,26.6139667,-80.02015,28.7,15.2,838663,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"275201","2013122U",2013,8,27,1,26.6139667,-80.02015,28.7,15.2,838663,"APRD",15,123,"LAC MAXI",31,0.5,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,1
"275277","2013122U",2013,8,27,2,26.6152833,-80.01985,28.5,16.8,837352,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"275278","2013122U",2013,8,27,1,26.6139667,-80.02015,28.7,15.2,838663,"APRD",15,123,"LAC MAXI",37,0.5,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,1
"275279","2013122U",2013,8,27,1,26.6139667,-80.02015,28.7,15.2,838663,"APRD",15,123,"LAC MAXI",34,0.5,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,1
"275310","2013122U",2013,8,27,1,26.6139667,-80.02015,28.7,15.2,838663,"APRD",15,123,"LAC MAXI",33,0.5,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,1
"275645","2013123U",2013,8,24,2,26.5988,-80.0225667,24.4,19.8,860963,"RGDP",15,123,"LAC MAXI",23,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"275889","2013123U",2013,8,24,2,26.5988,-80.0225667,24.4,19.8,860963,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"276210","2013123U",2013,8,24,1,26.5991667,-80.0221,28.2,16.8,860308,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"276536","2013124U",2013,9,12,2,26.5642,-80.0274333,18.4,11.4,911466,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"276605","2013124U",2013,9,12,1,26.5646333,-80.0277333,17.1,12.2,910809,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"277400","2013125U",2013,8,28,2,26.5526167,-80.0273333,23.6,13,927866,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"277454","2013125U",2013,8,28,1,26.5530167,-80.0270333,22.6,18.3,927867,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"278276","2013126U",2013,8,27,1,26.542,-80.0283667,24.7,18.3,943608,"RGDP",15,123,"LAC MAXI",45,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"278314","2013126U",2013,8,27,1,26.542,-80.0283667,24.7,18.3,943608,"RGDP",15,123,"LAC MAXI",36,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"278391","2013126U",2013,8,27,2,26.5409,-80.0284,24.5,19.8,944920,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"278413","2013126U",2013,8,27,1,26.542,-80.0283667,24.7,18.3,943608,"RGDP",15,123,"LAC MAXI",30,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"279192","2013127U",2013,8,27,2,26.5394,-80.0295167,21.6,24.4,947542,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"279201","2013127U",2013,8,27,1,26.54035,-80.0294667,20.7,16.8,946230,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"280084","2013128U",2013,8,24,2,26.5248167,-80.0336333,15.5,18.3,968526,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"280090","2013128U",2013,8,24,1,26.5253833,-80.0334833,16.6,15.2,967870,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"280135","2013128U",2013,8,24,2,26.5248167,-80.0336333,15.5,18.3,968526,"LIRO",15,123,"LAC MAXI",28,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"281270","2013129H",2013,8,5,2,26.4898333,-80.0371333,23,15.2,1019688,"SPGR",15,123,"LAC MAXI",18,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"281525","2013129H",2013,8,5,2,26.4898333,-80.0371333,23,15.2,1019688,"SPGR",15,123,"LAC MAXI",21,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"281858","2013129U",2013,8,5,1,26.4904333,-80.037,19.5,10.7,1018376,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"282264","2013131U",2013,7,24,2,26.48175,-80.0376333,28.8,9.1,1031495,"RGDP",15,123,"LAC MAXI",26,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"282265","2013131U",2013,7,24,2,26.48175,-80.0376333,28.8,9.1,1031495,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"282508","2013131U",2013,7,24,1,26.4819333,-80.0376333,28,10.7,1030839,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"283199","2013132U",2013,8,5,2,26.4726167,-80.0432,17.5,13.7,1044604,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"283239","2013132U",2013,8,5,1,26.4719167,-80.0428167,15.4,11.4,1045261,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"283280","2013132U",2013,8,5,2,26.4726167,-80.0432,17.5,13.7,1044604,"LIRO",15,123,"LAC MAXI",22,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"284253","2013134H",2013,7,24,2,26.4537667,-80.0447667,22.6,13,1072153,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"284627","2013134U",2013,7,24,1,26.4539333,-80.0447667,21.8,10.7,1071497,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"285149","2013135U",2013,8,5,2,26.4494833,-80.04755,16.2,12.2,1078052,"CPDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"285311","2013135U",2013,8,5,1,26.4500333,-80.04735,14.8,11.4,1077396,"CPDP",15,123,"LAC MAXI",33,0,3,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"285312","2013135U",2013,8,5,1,26.4500333,-80.04735,14.8,11.4,1077396,"CPDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"286130","2013136H",2013,8,5,2,26.4335,-80.048,16.2,9.1,1101667,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"286563","2013136U",2013,8,5,1,26.4339,-80.04755,16.3,9.9,1101012,"SPGR",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"287168","2013137U",2013,7,24,1,26.4210833,-80.04835,22.6,10.7,1119378,"APRD",15,123,"LAC MAXI",35,0,3,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"287191","2013137U",2013,7,24,2,26.4216167,-80.04865,22.1,9.1,1118722,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"287911","2013138H",2013,9,12,2,26.4190167,-80.0480167,27.7,12.2,1122659,"APRD",15,123,"LAC MAXI",41,0.5,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,1
"287958","2013138H",2013,9,12,2,26.4190167,-80.0480167,27.7,12.2,1122659,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"288414","2013138U",2013,9,12,1,26.4190833,-80.0478333,28.2,15.2,1122660,"APRD",15,123,"LAC MAXI",41,0.5,2,0,0,"PTDP1","SEFCRI",NA,NA,NA,1
"288435","2013138U",2013,9,12,1,26.4190833,-80.0478333,28.2,15.2,1122660,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP1","SEFCRI",NA,NA,NA,0
"288882","2013139H",2013,6,18,2,26.4179833,-80.05125,18.3,9.1,1123965,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"289271","2013139U",2013,6,18,1,26.4179833,-80.05125,19.8,5.9,1123965,"LIRO",15,123,"LAC MAXI",30,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"289273","2013139U",2013,6,18,1,26.4179833,-80.05125,19.8,5.9,1123965,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
